"","game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_type","home_game_diff","away_game_diff","winner","loser"
"543","202001060ATL",2020-01-06,"7:30p","Denver Nuggets",123,"Atlanta Hawks",115,"",15286,"Regular Season",-8,8,"Denver Nuggets","Atlanta Hawks"
"544","202001060NOP",2020-01-06,"8:00p","Utah Jazz",128,"New Orleans Pelicans",126,"",14138,"Regular Season",-2,2,"Utah Jazz","New Orleans Pelicans"
"545","202001060DAL",2020-01-06,"8:30p","Chicago Bulls",110,"Dallas Mavericks",118,"",20238,"Regular Season",8,-8,"Dallas Mavericks","Chicago Bulls"
"546","202001060SAS",2020-01-06,"8:30p","Milwaukee Bucks",104,"San Antonio Spurs",126,"",18354,"Regular Season",22,-22,"San Antonio Spurs","Milwaukee Bucks"
"547","202001060SAC",2020-01-06,"10:00p","Golden State Warriors",98,"Sacramento Kings",111,"",15819,"Regular Season",13,-13,"Sacramento Kings","Golden State Warriors"
"548","202001070CLE",2020-01-07,"7:00p","Detroit Pistons",115,"Cleveland Cavaliers",113,"",17274,"Regular Season",-2,2,"Detroit Pistons","Cleveland Cavaliers"
"549","202001070TOR",2020-01-07,"7:00p","Portland Trail Blazers",101,"Toronto Raptors",99,"",19800,"Regular Season",-2,2,"Portland Trail Blazers","Toronto Raptors"
"550","202001070BRK",2020-01-07,"7:30p","Oklahoma City Thunder",111,"Brooklyn Nets",103,"OT",15677,"Regular Season",-8,8,"Oklahoma City Thunder","Brooklyn Nets"
"551","202001070MEM",2020-01-07,"8:00p","Minnesota Timberwolves",112,"Memphis Grizzlies",119,"",14117,"Regular Season",7,-7,"Memphis Grizzlies","Minnesota Timberwolves"
"552","202001070PHO",2020-01-07,"9:00p","Sacramento Kings",114,"Phoenix Suns",103,"",14134,"Regular Season",-11,11,"Sacramento Kings","Phoenix Suns"
"553","202001070LAL",2020-01-07,"10:30p","New York Knicks",87,"Los Angeles Lakers",117,"",18997,"Regular Season",30,-30,"Los Angeles Lakers","New York Knicks"
"554","202001080BOS",2020-01-08,"7:00p","San Antonio Spurs",129,"Boston Celtics",114,"",19156,"Regular Season",-15,15,"San Antonio Spurs","Boston Celtics"
"555","202001080CHO",2020-01-08,"7:00p","Toronto Raptors",112,"Charlotte Hornets",110,"OT",13965,"Regular Season",-2,2,"Toronto Raptors","Charlotte Hornets"
"556","202001080IND",2020-01-08,"7:00p","Miami Heat",122,"Indiana Pacers",108,"",17040,"Regular Season",-14,14,"Miami Heat","Indiana Pacers"
"557","202001080ORL",2020-01-08,"7:00p","Washington Wizards",89,"Orlando Magic",123,"",16013,"Regular Season",34,-34,"Orlando Magic","Washington Wizards"
"558","202001080ATL",2020-01-08,"7:30p","Houston Rockets",122,"Atlanta Hawks",115,"",16514,"Regular Season",-7,7,"Houston Rockets","Atlanta Hawks"
"559","202001080DAL",2020-01-08,"7:30p","Denver Nuggets",107,"Dallas Mavericks",106,"",20314,"Regular Season",-1,1,"Denver Nuggets","Dallas Mavericks"
"560","202001080NOP",2020-01-08,"8:00p","Chicago Bulls",108,"New Orleans Pelicans",123,"",15324,"Regular Season",15,-15,"New Orleans Pelicans","Chicago Bulls"
"561","202001080UTA",2020-01-08,"9:00p","New York Knicks",104,"Utah Jazz",128,"",18306,"Regular Season",24,-24,"Utah Jazz","New York Knicks"
"562","202001080GSW",2020-01-08,"10:00p","Milwaukee Bucks",107,"Golden State Warriors",98,"",18064,"Regular Season",-9,9,"Milwaukee Bucks","Golden State Warriors"
"563","202001090DET",2020-01-09,"7:00p","Cleveland Cavaliers",115,"Detroit Pistons",112,"OT",13445,"Regular Season",-3,3,"Cleveland Cavaliers","Detroit Pistons"
"564","202001090PHI",2020-01-09,"7:00p","Boston Celtics",98,"Philadelphia 76ers",109,"",20822,"Regular Season",11,-11,"Philadelphia 76ers","Boston Celtics"
"565","202001090MIN",2020-01-09,"8:00p","Portland Trail Blazers",102,"Minnesota Timberwolves",116,"",13720,"Regular Season",14,-14,"Minnesota Timberwolves","Portland Trail Blazers"
"566","202001090OKC",2020-01-09,"9:30p","Houston Rockets",92,"Oklahoma City Thunder",113,"",18203,"Regular Season",21,-21,"Oklahoma City Thunder","Houston Rockets"
"567","202001100WAS",2020-01-10,"7:00p","Atlanta Hawks",101,"Washington Wizards",111,"",16360,"Regular Season",10,-10,"Washington Wizards","Atlanta Hawks"
"568","202001100NYK",2020-01-10,"7:15p","New Orleans Pelicans",123,"New York Knicks",111,"",18003,"Regular Season",-12,12,"New Orleans Pelicans","New York Knicks"
"569","202001100BRK",2020-01-10,"7:30p","Miami Heat",113,"Brooklyn Nets",117,"",16011,"Regular Season",4,-4,"Brooklyn Nets","Miami Heat"
"570","202001100CHI",2020-01-10,"8:00p","Indiana Pacers",116,"Chicago Bulls",105,"",20229,"Regular Season",-11,11,"Indiana Pacers","Chicago Bulls"
"571","202001100MEM",2020-01-10,"8:00p","San Antonio Spurs",121,"Memphis Grizzlies",134,"",16448,"Regular Season",13,-13,"Memphis Grizzlies","San Antonio Spurs"
"572","202001100PHO",2020-01-10,"9:00p","Orlando Magic",94,"Phoenix Suns",98,"",14562,"Regular Season",4,-4,"Phoenix Suns","Orlando Magic"
"573","202001100UTA",2020-01-10,"9:00p","Charlotte Hornets",92,"Utah Jazz",109,"",18306,"Regular Season",17,-17,"Utah Jazz","Charlotte Hornets"
"574","202001100DAL",2020-01-10,"9:45p","Los Angeles Lakers",129,"Dallas Mavericks",114,"",20542,"Regular Season",-15,15,"Los Angeles Lakers","Dallas Mavericks"
"575","202001100SAC",2020-01-10,"10:00p","Milwaukee Bucks",127,"Sacramento Kings",106,"",17583,"Regular Season",-21,21,"Milwaukee Bucks","Sacramento Kings"
"576","202001100LAC",2020-01-10,"10:30p","Golden State Warriors",100,"Los Angeles Clippers",109,"",19068,"Regular Season",9,-9,"Los Angeles Clippers","Golden State Warriors"
"577","202001110HOU",2020-01-11,"5:00p","Minnesota Timberwolves",109,"Houston Rockets",139,"",18055,"Regular Season",30,-30,"Houston Rockets","Minnesota Timberwolves"
"578","202001110BOS",2020-01-11,"7:00p","New Orleans Pelicans",105,"Boston Celtics",140,"",19156,"Regular Season",35,-35,"Boston Celtics","New Orleans Pelicans"
"579","202001110DET",2020-01-11,"7:00p","Chicago Bulls",108,"Detroit Pistons",99,"",15951,"Regular Season",-9,9,"Chicago Bulls","Detroit Pistons"
"580","202001110OKC",2020-01-11,"8:00p","Los Angeles Lakers",125,"Oklahoma City Thunder",110,"",18203,"Regular Season",-15,15,"Los Angeles Lakers","Oklahoma City Thunder"
"581","202001110DAL",2020-01-11,"8:30p","Philadelphia 76ers",91,"Dallas Mavericks",109,"",20244,"Regular Season",18,-18,"Dallas Mavericks","Philadelphia 76ers"
"582","202001110DEN",2020-01-11,"9:00p","Cleveland Cavaliers",111,"Denver Nuggets",103,"",19533,"Regular Season",-8,8,"Cleveland Cavaliers","Denver Nuggets"
"583","202001110POR",2020-01-11,"10:00p","Milwaukee Bucks",122,"Portland Trail Blazers",101,"",19843,"Regular Season",-21,21,"Milwaukee Bucks","Portland Trail Blazers"
"584","202001120NYK",2020-01-12,"3:30p","Miami Heat",121,"New York Knicks",124,"",18861,"Regular Season",3,-3,"New York Knicks","Miami Heat"
"585","202001120WAS",2020-01-12,"3:30p","Utah Jazz",127,"Washington Wizards",116,"",15953,"Regular Season",-11,11,"Utah Jazz","Washington Wizards"
"586","202001120BRK",2020-01-12,"6:00p","Atlanta Hawks",86,"Brooklyn Nets",108,"",15201,"Regular Season",22,-22,"Brooklyn Nets","Atlanta Hawks"
"587","202001120MEM",2020-01-12,"6:00p","Golden State Warriors",102,"Memphis Grizzlies",122,"",16408,"Regular Season",20,-20,"Memphis Grizzlies","Golden State Warriors"
"588","202001120TOR",2020-01-12,"6:00p","San Antonio Spurs",105,"Toronto Raptors",104,"",19800,"Regular Season",-1,1,"San Antonio Spurs","Toronto Raptors"
"589","202001120DEN",2020-01-12,"8:00p","Los Angeles Clippers",104,"Denver Nuggets",114,"",19520,"Regular Season",10,-10,"Denver Nuggets","Los Angeles Clippers"
"590","202001120PHO",2020-01-12,"8:00p","Charlotte Hornets",92,"Phoenix Suns",100,"",14751,"Regular Season",8,-8,"Phoenix Suns","Charlotte Hornets"
"591","202001130DET",2020-01-13,"7:00p","New Orleans Pelicans",117,"Detroit Pistons",110,"OT",13780,"Regular Season",-7,7,"New Orleans Pelicans","Detroit Pistons"
"592","202001130IND",2020-01-13,"7:00p","Philadelphia 76ers",95,"Indiana Pacers",101,"",15257,"Regular Season",6,-6,"Indiana Pacers","Philadelphia 76ers"
"593","202001130BOS",2020-01-13,"7:30p","Chicago Bulls",101,"Boston Celtics",113,"",19156,"Regular Season",12,-12,"Boston Celtics","Chicago Bulls"
"594","202001130MIN",2020-01-13,"8:00p","Oklahoma City Thunder",117,"Minnesota Timberwolves",104,"",11044,"Regular Season",-13,13,"Oklahoma City Thunder","Minnesota Timberwolves"
"595","202001130POR",2020-01-13,"10:00p","Charlotte Hornets",112,"Portland Trail Blazers",115,"",19111,"Regular Season",3,-3,"Portland Trail Blazers","Charlotte Hornets"
"596","202001130SAC",2020-01-13,"10:00p","Orlando Magic",114,"Sacramento Kings",112,"",16299,"Regular Season",-2,2,"Orlando Magic","Sacramento Kings"
"597","202001130LAL",2020-01-13,"10:30p","Cleveland Cavaliers",99,"Los Angeles Lakers",128,"",18997,"Regular Season",29,-29,"Los Angeles Lakers","Cleveland Cavaliers"
"598","202001140ATL",2020-01-14,"7:30p","Phoenix Suns",110,"Atlanta Hawks",123,"",16060,"Regular Season",13,-13,"Atlanta Hawks","Phoenix Suns"
"599","202001140BRK",2020-01-14,"7:30p","Utah Jazz",118,"Brooklyn Nets",107,"",15381,"Regular Season",-11,11,"Utah Jazz","Brooklyn Nets"
"600","202001140MEM",2020-01-14,"8:00p","Houston Rockets",110,"Memphis Grizzlies",121,"",16181,"Regular Season",11,-11,"Memphis Grizzlies","Houston Rockets"
"601","202001140MIL",2020-01-14,"8:00p","New York Knicks",102,"Milwaukee Bucks",128,"",17590,"Regular Season",26,-26,"Milwaukee Bucks","New York Knicks"
"602","202001140GSW",2020-01-14,"10:30p","Dallas Mavericks",124,"Golden State Warriors",97,"",18064,"Regular Season",-27,27,"Dallas Mavericks","Golden State Warriors"
"603","202001140LAC",2020-01-14,"10:30p","Cleveland Cavaliers",103,"Los Angeles Clippers",128,"",19068,"Regular Season",25,-25,"Los Angeles Clippers","Cleveland Cavaliers"
"604","202001150BOS",2020-01-15,"7:00p","Detroit Pistons",116,"Boston Celtics",103,"",19156,"Regular Season",-13,13,"Detroit Pistons","Boston Celtics"
"605","202001150PHI",2020-01-15,"7:00p","Brooklyn Nets",106,"Philadelphia 76ers",117,"",20416,"Regular Season",11,-11,"Philadelphia 76ers","Brooklyn Nets"
"606","202001150MIA",2020-01-15,"7:30p","San Antonio Spurs",100,"Miami Heat",106,"",19704,"Regular Season",6,-6,"Miami Heat","San Antonio Spurs"
"607","202001150CHI",2020-01-15,"8:00p","Washington Wizards",106,"Chicago Bulls",115,"",19382,"Regular Season",9,-9,"Chicago Bulls","Washington Wizards"
"608","202001150MIN",2020-01-15,"8:00p","Indiana Pacers",104,"Minnesota Timberwolves",99,"",12648,"Regular Season",-5,5,"Indiana Pacers","Minnesota Timberwolves"
"609","202001150OKC",2020-01-15,"8:00p","Toronto Raptors",130,"Oklahoma City Thunder",121,"",18203,"Regular Season",-9,9,"Toronto Raptors","Oklahoma City Thunder"
"610","202001150DEN",2020-01-15,"9:00p","Charlotte Hornets",86,"Denver Nuggets",100,"",19520,"Regular Season",14,-14,"Denver Nuggets","Charlotte Hornets"
"611","202001150HOU",2020-01-15,"9:30p","Portland Trail Blazers",117,"Houston Rockets",107,"",18055,"Regular Season",-10,10,"Portland Trail Blazers","Houston Rockets"
"612","202001150SAC",2020-01-15,"10:00p","Dallas Mavericks",127,"Sacramento Kings",123,"",17029,"Regular Season",-4,4,"Dallas Mavericks","Sacramento Kings"
"613","202001150LAL",2020-01-15,"10:30p","Orlando Magic",119,"Los Angeles Lakers",118,"",18997,"Regular Season",-1,1,"Orlando Magic","Los Angeles Lakers"
"614","202001160NYK",2020-01-16,"7:30p","Phoenix Suns",121,"New York Knicks",98,"",18215,"Regular Season",-23,23,"Phoenix Suns","New York Knicks"
"615","202001160MIL",2020-01-16,"8:00p","Boston Celtics",123,"Milwaukee Bucks",128,"",17873,"Regular Season",5,-5,"Milwaukee Bucks","Boston Celtics"
"616","202001160NOP",2020-01-16,"8:00p","Utah Jazz",132,"New Orleans Pelicans",138,"OT",16717,"Regular Season",6,-6,"New Orleans Pelicans","Utah Jazz"
"617","202001160GSW",2020-01-16,"10:30p","Denver Nuggets",134,"Golden State Warriors",131,"OT",18064,"Regular Season",-3,3,"Denver Nuggets","Golden State Warriors"
"618","202001160LAC",2020-01-16,"10:30p","Orlando Magic",95,"Los Angeles Clippers",122,"",19068,"Regular Season",27,-27,"Los Angeles Clippers","Orlando Magic"
"619","202001170IND",2020-01-17,"7:00p","Minnesota Timberwolves",114,"Indiana Pacers",116,"",16248,"Regular Season",2,-2,"Indiana Pacers","Minnesota Timberwolves"
"620","202001170PHI",2020-01-17,"7:00p","Chicago Bulls",89,"Philadelphia 76ers",100,"",20919,"Regular Season",11,-11,"Philadelphia 76ers","Chicago Bulls"
"621","202001170TOR",2020-01-17,"7:00p","Washington Wizards",111,"Toronto Raptors",140,"",19800,"Regular Season",29,-29,"Toronto Raptors","Washington Wizards"
"622","202001170MEM",2020-01-17,"8:00p","Cleveland Cavaliers",109,"Memphis Grizzlies",113,"",17102,"Regular Season",4,-4,"Memphis Grizzlies","Cleveland Cavaliers"
"623","202001170OKC",2020-01-17,"8:00p","Miami Heat",115,"Oklahoma City Thunder",108,"",18203,"Regular Season",-7,7,"Miami Heat","Oklahoma City Thunder"
"624","202001170SAS",2020-01-17,"8:30p","Atlanta Hawks",121,"San Antonio Spurs",120,"",18354,"Regular Season",-1,1,"Atlanta Hawks","San Antonio Spurs"
"625","202001170DAL",2020-01-17,"9:30p","Portland Trail Blazers",112,"Dallas Mavericks",120,"",20283,"Regular Season",8,-8,"Dallas Mavericks","Portland Trail Blazers"
"626","202001180NOP",2020-01-18,"3:30p","Los Angeles Clippers",133,"New Orleans Pelicans",130,"",17959,"Regular Season",-3,3,"Los Angeles Clippers","New Orleans Pelicans"
"627","202001180BRK",2020-01-18,"6:00p","Milwaukee Bucks",117,"Brooklyn Nets",97,"",17732,"Regular Season",-20,20,"Milwaukee Bucks","Brooklyn Nets"
"628","202001180BOS",2020-01-18,"7:00p","Phoenix Suns",123,"Boston Celtics",119,"",19156,"Regular Season",-4,4,"Phoenix Suns","Boston Celtics"
"629","202001180ATL",2020-01-18,"7:30p","Detroit Pistons",136,"Atlanta Hawks",103,"",17056,"Regular Season",-33,33,"Detroit Pistons","Atlanta Hawks"
"630","202001180NYK",2020-01-18,"7:30p","Philadelphia 76ers",90,"New York Knicks",87,"",17812,"Regular Season",-3,3,"Philadelphia 76ers","New York Knicks"
"631","202001180CHI",2020-01-18,"8:00p","Cleveland Cavaliers",116,"Chicago Bulls",118,"",19939,"Regular Season",2,-2,"Chicago Bulls","Cleveland Cavaliers"
"632","202001180MIN",2020-01-18,"8:00p","Toronto Raptors",122,"Minnesota Timberwolves",112,"",16520,"Regular Season",-10,10,"Toronto Raptors","Minnesota Timberwolves"
"633","202001180GSW",2020-01-18,"8:30p","Orlando Magic",95,"Golden State Warriors",109,"",18064,"Regular Season",14,-14,"Golden State Warriors","Orlando Magic"
"634","202001180HOU",2020-01-18,"8:30p","Los Angeles Lakers",124,"Houston Rockets",115,"",18502,"Regular Season",-9,9,"Los Angeles Lakers","Houston Rockets"
"635","202001180OKC",2020-01-18,"9:00p","Portland Trail Blazers",106,"Oklahoma City Thunder",119,"",18203,"Regular Season",13,-13,"Oklahoma City Thunder","Portland Trail Blazers"
"636","202001180UTA",2020-01-18,"9:00p","Sacramento Kings",101,"Utah Jazz",123,"",18306,"Regular Season",22,-22,"Utah Jazz","Sacramento Kings"
"637","202001190SAS",2020-01-19,"3:00p","Miami Heat",102,"San Antonio Spurs",107,"",18422,"Regular Season",5,-5,"San Antonio Spurs","Miami Heat"
"638","202001190DEN",2020-01-19,"8:00p","Indiana Pacers",115,"Denver Nuggets",107,"",19520,"Regular Season",-8,8,"Indiana Pacers","Denver Nuggets"
"639","202001200WAS",2020-01-20,"2:00p","Detroit Pistons",100,"Washington Wizards",106,"",17305,"Regular Season",6,-6,"Washington Wizards","Detroit Pistons"
"640","202001200ATL",2020-01-20,"2:30p","Toronto Raptors",122,"Atlanta Hawks",117,"",17300,"Regular Season",-5,5,"Toronto Raptors","Atlanta Hawks"
"641","202001200BRK",2020-01-20,"3:00p","Philadelphia 76ers",117,"Brooklyn Nets",111,"",16801,"Regular Season",-6,6,"Philadelphia 76ers","Brooklyn Nets"
"642","202001200CHO",2020-01-20,"5:00p","Orlando Magic",106,"Charlotte Hornets",83,"",16133,"Regular Season",-23,23,"Orlando Magic","Charlotte Hornets"
"643","202001200CLE",2020-01-20,"5:00p","New York Knicks",106,"Cleveland Cavaliers",86,"",17133,"Regular Season",-20,20,"New York Knicks","Cleveland Cavaliers"
"644","202001200HOU",2020-01-20,"5:00p","Oklahoma City Thunder",112,"Houston Rockets",107,"",18055,"Regular Season",-5,5,"Oklahoma City Thunder","Houston Rockets"
"645","202001200MEM",2020-01-20,"5:00p","New Orleans Pelicans",126,"Memphis Grizzlies",116,"",17794,"Regular Season",-10,10,"New Orleans Pelicans","Memphis Grizzlies"
"646","202001200MIA",2020-01-20,"5:00p","Sacramento Kings",113,"Miami Heat",118,"OT",19600,"Regular Season",5,-5,"Miami Heat","Sacramento Kings"
"647","202001200MIL",2020-01-20,"5:00p","Chicago Bulls",98,"Milwaukee Bucks",111,"",17747,"Regular Season",13,-13,"Milwaukee Bucks","Chicago Bulls"
"648","202001200BOS",2020-01-20,"7:30p","Los Angeles Lakers",107,"Boston Celtics",139,"",19156,"Regular Season",32,-32,"Boston Celtics","Los Angeles Lakers"
"649","202001200MIN",2020-01-20,"8:00p","Denver Nuggets",107,"Minnesota Timberwolves",100,"",12172,"Regular Season",-7,7,"Denver Nuggets","Minnesota Timberwolves"
"650","202001200PHO",2020-01-20,"9:00p","San Antonio Spurs",120,"Phoenix Suns",118,"",14847,"Regular Season",-2,2,"San Antonio Spurs","Phoenix Suns"
"651","202001200UTA",2020-01-20,"9:00p","Indiana Pacers",88,"Utah Jazz",118,"",18306,"Regular Season",30,-30,"Utah Jazz","Indiana Pacers"
"652","202001200POR",2020-01-20,"10:00p","Golden State Warriors",124,"Portland Trail Blazers",129,"OT",19493,"Regular Season",5,-5,"Portland Trail Blazers","Golden State Warriors"
"653","202001210DAL",2020-01-21,"8:30p","Los Angeles Clippers",110,"Dallas Mavericks",107,"",19783,"Regular Season",-3,3,"Los Angeles Clippers","Dallas Mavericks"
"654","202001220DET",2020-01-22,"7:00p","Sacramento Kings",106,"Detroit Pistons",127,"",13972,"Regular Season",21,-21,"Detroit Pistons","Sacramento Kings"
"655","202001220ORL",2020-01-22,"7:00p","Oklahoma City Thunder",120,"Orlando Magic",114,"",18846,"Regular Season",-6,6,"Oklahoma City Thunder","Orlando Magic"
"656","202001220TOR",2020-01-22,"7:00p","Philadelphia 76ers",95,"Toronto Raptors",107,"",19800,"Regular Season",12,-12,"Toronto Raptors","Philadelphia 76ers"
"657","202001220ATL",2020-01-22,"7:30p","Los Angeles Clippers",95,"Atlanta Hawks",102,"",14338,"Regular Season",7,-7,"Atlanta Hawks","Los Angeles Clippers"
"658","202001220BOS",2020-01-22,"7:30p","Memphis Grizzlies",95,"Boston Celtics",119,"",19156,"Regular Season",24,-24,"Boston Celtics","Memphis Grizzlies"
"659","202001220MIA",2020-01-22,"7:30p","Washington Wizards",129,"Miami Heat",134,"OT",19600,"Regular Season",5,-5,"Miami Heat","Washington Wizards"
"660","202001220NYK",2020-01-22,"7:30p","Los Angeles Lakers",100,"New York Knicks",92,"",19812,"Regular Season",-8,8,"Los Angeles Lakers","New York Knicks"
"661","202001220CHI",2020-01-22,"8:00p","Minnesota Timberwolves",110,"Chicago Bulls",117,"",18875,"Regular Season",7,-7,"Chicago Bulls","Minnesota Timberwolves"
"662","202001220HOU",2020-01-22,"8:00p","Denver Nuggets",105,"Houston Rockets",121,"",18055,"Regular Season",16,-16,"Houston Rockets","Denver Nuggets"
"663","202001220PHO",2020-01-22,"9:00p","Indiana Pacers",112,"Phoenix Suns",87,"",14691,"Regular Season",-25,25,"Indiana Pacers","Phoenix Suns"
"664","202001220NOP",2020-01-22,"9:30p","San Antonio Spurs",121,"New Orleans Pelicans",117,"",18365,"Regular Season",-4,4,"San Antonio Spurs","New Orleans Pelicans"
"665","202001220GSW",2020-01-22,"10:00p","Utah Jazz",129,"Golden State Warriors",96,"",18064,"Regular Season",-33,33,"Utah Jazz","Golden State Warriors"
"666","202001230CLE",2020-01-23,"7:00p","Washington Wizards",124,"Cleveland Cavaliers",112,"",16689,"Regular Season",-12,12,"Washington Wizards","Cleveland Cavaliers"
"667","202001230BRK",2020-01-23,"8:00p","Los Angeles Lakers",128,"Brooklyn Nets",113,"",17732,"Regular Season",-15,15,"Los Angeles Lakers","Brooklyn Nets"
"668","202001230POR",2020-01-23,"10:30p","Dallas Mavericks",133,"Portland Trail Blazers",125,"",19574,"Regular Season",-8,8,"Dallas Mavericks","Portland Trail Blazers"
"669","202001240CHO",2020-01-24,"3:00p","Milwaukee Bucks",116,"Charlotte Hornets",103,"",15758,"Regular Season",-13,13,"Milwaukee Bucks","Charlotte Hornets"
"670","202001240DET",2020-01-24,"7:00p","Memphis Grizzlies",125,"Detroit Pistons",112,"",14583,"Regular Season",-13,13,"Memphis Grizzlies","Detroit Pistons"
"671","202001240ORL",2020-01-24,"7:00p","Boston Celtics",109,"Orlando Magic",98,"",18846,"Regular Season",-11,11,"Boston Celtics","Orlando Magic"
"672","202001240NYK",2020-01-24,"7:30p","Toronto Raptors",118,"New York Knicks",112,"",18883,"Regular Season",-6,6,"Toronto Raptors","New York Knicks"
"673","202001240CHI",2020-01-24,"8:00p","Sacramento Kings",98,"Chicago Bulls",81,"",17661,"Regular Season",-17,17,"Sacramento Kings","Chicago Bulls"
"674","202001240MIA",2020-01-24,"8:00p","Los Angeles Clippers",122,"Miami Heat",117,"",19632,"Regular Season",-5,5,"Los Angeles Clippers","Miami Heat"
"675","202001240MIN",2020-01-24,"8:00p","Houston Rockets",131,"Minnesota Timberwolves",124,"",16101,"Regular Season",-7,7,"Houston Rockets","Minnesota Timberwolves"
"676","202001240NOP",2020-01-24,"8:00p","Denver Nuggets",113,"New Orleans Pelicans",106,"",16398,"Regular Season",-7,7,"Denver Nuggets","New Orleans Pelicans"
"677","202001240OKC",2020-01-24,"8:00p","Atlanta Hawks",111,"Oklahoma City Thunder",140,"",18203,"Regular Season",29,-29,"Oklahoma City Thunder","Atlanta Hawks"
"678","202001240SAS",2020-01-24,"8:30p","Phoenix Suns",103,"San Antonio Spurs",99,"",18354,"Regular Season",-4,4,"Phoenix Suns","San Antonio Spurs"
"679","202001240GSW",2020-01-24,"10:30p","Indiana Pacers",129,"Golden State Warriors",118,"",18064,"Regular Season",-11,11,"Indiana Pacers","Golden State Warriors"
"680","202001250UTA",2020-01-25,"5:00p","Dallas Mavericks",107,"Utah Jazz",112,"",18306,"Regular Season",5,-5,"Utah Jazz","Dallas Mavericks"
"681","202001250DET",2020-01-25,"7:00p","Brooklyn Nets",121,"Detroit Pistons",111,"OT",15890,"Regular Season",-10,10,"Brooklyn Nets","Detroit Pistons"
"682","202001250CLE",2020-01-25,"8:00p","Chicago Bulls",118,"Cleveland Cavaliers",106,"",19432,"Regular Season",-12,12,"Chicago Bulls","Cleveland Cavaliers"
"683","202001250MIN",2020-01-25,"8:00p","Oklahoma City Thunder",113,"Minnesota Timberwolves",104,"",16236,"Regular Season",-9,9,"Oklahoma City Thunder","Minnesota Timberwolves"
"684","202001250PHI",2020-01-25,"8:30p","Los Angeles Lakers",91,"Philadelphia 76ers",108,"",21109,"Regular Season",17,-17,"Philadelphia 76ers","Los Angeles Lakers"
"685","202001260DEN",2020-01-26,"3:30p","Houston Rockets",110,"Denver Nuggets",117,"",19520,"Regular Season",7,-7,"Denver Nuggets","Houston Rockets"
"686","202001260SAS",2020-01-26,"4:00p","Toronto Raptors",110,"San Antonio Spurs",106,"",18354,"Regular Season",-4,4,"Toronto Raptors","San Antonio Spurs"
"687","202001260ATL",2020-01-26,"6:00p","Washington Wizards",133,"Atlanta Hawks",152,"",15567,"Regular Season",19,-19,"Atlanta Hawks","Washington Wizards"
"688","202001260MEM",2020-01-26,"6:00p","Phoenix Suns",109,"Memphis Grizzlies",114,"",17214,"Regular Season",5,-5,"Memphis Grizzlies","Phoenix Suns"
"689","202001260NOP",2020-01-26,"6:00p","Boston Celtics",108,"New Orleans Pelicans",123,"",16737,"Regular Season",15,-15,"New Orleans Pelicans","Boston Celtics"
"690","202001260NYK",2020-01-26,"6:00p","Brooklyn Nets",97,"New York Knicks",110,"",17831,"Regular Season",13,-13,"New York Knicks","Brooklyn Nets"
"691","202001260ORL",2020-01-26,"6:00p","Los Angeles Clippers",112,"Orlando Magic",97,"",15427,"Regular Season",-15,15,"Los Angeles Clippers","Orlando Magic"
"692","202001260POR",2020-01-26,"9:00p","Indiana Pacers",129,"Portland Trail Blazers",139,"",19663,"Regular Season",10,-10,"Portland Trail Blazers","Indiana Pacers"
"693","202001270DET",2020-01-27,"7:00p","Cleveland Cavaliers",115,"Detroit Pistons",100,"",12597,"Regular Season",-15,15,"Cleveland Cavaliers","Detroit Pistons"
"694","202001270MIA",2020-01-27,"7:30p","Orlando Magic",92,"Miami Heat",113,"",19600,"Regular Season",21,-21,"Miami Heat","Orlando Magic"
"695","202001270CHI",2020-01-27,"8:00p","San Antonio Spurs",109,"Chicago Bulls",110,"",16071,"Regular Season",1,-1,"Chicago Bulls","San Antonio Spurs"
"696","202001270MIN",2020-01-27,"8:00p","Sacramento Kings",133,"Minnesota Timberwolves",129,"OT",13449,"Regular Season",-4,4,"Sacramento Kings","Minnesota Timberwolves"
"697","202001270OKC",2020-01-27,"8:00p","Dallas Mavericks",107,"Oklahoma City Thunder",97,"",18203,"Regular Season",-10,10,"Dallas Mavericks","Oklahoma City Thunder"
"698","202001270UTA",2020-01-27,"9:00p","Houston Rockets",126,"Utah Jazz",117,"",18306,"Regular Season",-9,9,"Houston Rockets","Utah Jazz"
"699","202001280CHO",2020-01-28,"7:00p","New York Knicks",92,"Charlotte Hornets",97,"",14342,"Regular Season",5,-5,"Charlotte Hornets","New York Knicks"
"700","202001280PHI",2020-01-28,"7:00p","Golden State Warriors",104,"Philadelphia 76ers",115,"",20854,"Regular Season",11,-11,"Philadelphia 76ers","Golden State Warriors"
"701","202001280CLE",2020-01-28,"7:30p","New Orleans Pelicans",125,"Cleveland Cavaliers",111,"",19432,"Regular Season",-14,14,"New Orleans Pelicans","Cleveland Cavaliers"
"702","202001280TOR",2020-01-28,"7:30p","Atlanta Hawks",114,"Toronto Raptors",130,"",19800,"Regular Season",16,-16,"Toronto Raptors","Atlanta Hawks"
"703","202001280MEM",2020-01-28,"8:00p","Denver Nuggets",96,"Memphis Grizzlies",104,"",14365,"Regular Season",8,-8,"Memphis Grizzlies","Denver Nuggets"
"704","202001280MIA",2020-01-28,"8:00p","Boston Celtics",109,"Miami Heat",101,"",19704,"Regular Season",-8,8,"Boston Celtics","Miami Heat"
