"","game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_type","home_game_diff","away_game_diff","winner","loser"
"219","201911220OKC",2019-11-22,"8:00p","Los Angeles Lakers",130,"Oklahoma City Thunder",127,"",18203,"Regular Season",-3,3,"Los Angeles Lakers","Oklahoma City Thunder"
"220","201911220PHI",2019-11-22,"8:00p","San Antonio Spurs",104,"Philadelphia 76ers",115,"",20927,"Regular Season",11,-11,"Philadelphia 76ers","San Antonio Spurs"
"221","201911220DAL",2019-11-22,"8:30p","Cleveland Cavaliers",101,"Dallas Mavericks",143,"",19639,"Regular Season",42,-42,"Dallas Mavericks","Cleveland Cavaliers"
"222","201911220DEN",2019-11-22,"9:00p","Boston Celtics",92,"Denver Nuggets",96,"",19520,"Regular Season",4,-4,"Denver Nuggets","Boston Celtics"
"223","201911220UTA",2019-11-22,"9:00p","Golden State Warriors",109,"Utah Jazz",113,"",18306,"Regular Season",4,-4,"Utah Jazz","Golden State Warriors"
"224","201911220LAC",2019-11-22,"10:30p","Houston Rockets",119,"Los Angeles Clippers",122,"",19068,"Regular Season",3,-3,"Los Angeles Clippers","Houston Rockets"
"225","201911230MIN",2019-11-23,"5:00p","Phoenix Suns",100,"Minnesota Timberwolves",98,"",17362,"Regular Season",-2,2,"Phoenix Suns","Minnesota Timberwolves"
"226","201911230CHO",2019-11-23,"7:00p","Chicago Bulls",116,"Charlotte Hornets",115,"",17891,"Regular Season",-1,1,"Chicago Bulls","Charlotte Hornets"
"227","201911230IND",2019-11-23,"7:00p","Orlando Magic",106,"Indiana Pacers",111,"",16446,"Regular Season",5,-5,"Indiana Pacers","Orlando Magic"
"228","201911230ATL",2019-11-23,"7:30p","Toronto Raptors",119,"Atlanta Hawks",116,"",16931,"Regular Season",-3,3,"Toronto Raptors","Atlanta Hawks"
"229","201911230NYK",2019-11-23,"7:30p","San Antonio Spurs",111,"New York Knicks",104,"",19320,"Regular Season",-7,7,"San Antonio Spurs","New York Knicks"
"230","201911230PHI",2019-11-23,"7:30p","Miami Heat",86,"Philadelphia 76ers",113,"",21017,"Regular Season",27,-27,"Philadelphia 76ers","Miami Heat"
"231","201911230CLE",2019-11-23,"8:00p","Portland Trail Blazers",104,"Cleveland Cavaliers",110,"",19432,"Regular Season",6,-6,"Cleveland Cavaliers","Portland Trail Blazers"
"232","201911230MEM",2019-11-23,"8:00p","Los Angeles Lakers",109,"Memphis Grizzlies",108,"",17794,"Regular Season",-1,1,"Los Angeles Lakers","Memphis Grizzlies"
"233","201911230MIL",2019-11-23,"8:30p","Detroit Pistons",90,"Milwaukee Bucks",104,"",17585,"Regular Season",14,-14,"Milwaukee Bucks","Detroit Pistons"
"234","201911230UTA",2019-11-23,"9:00p","New Orleans Pelicans",120,"Utah Jazz",128,"",18306,"Regular Season",8,-8,"Utah Jazz","New Orleans Pelicans"
"235","201911240HOU",2019-11-24,"3:30p","Dallas Mavericks",137,"Houston Rockets",123,"",18055,"Regular Season",-14,14,"Dallas Mavericks","Houston Rockets"
"236","201911240NYK",2019-11-24,"6:00p","Brooklyn Nets",103,"New York Knicks",101,"",18770,"Regular Season",-2,2,"Brooklyn Nets","New York Knicks"
"237","201911240WAS",2019-11-24,"6:00p","Sacramento Kings",113,"Washington Wizards",106,"",15885,"Regular Season",-7,7,"Sacramento Kings","Washington Wizards"
"238","201911240DEN",2019-11-24,"8:00p","Phoenix Suns",104,"Denver Nuggets",116,"",19520,"Regular Season",12,-12,"Denver Nuggets","Phoenix Suns"
"239","201911240LAC",2019-11-24,"9:00p","New Orleans Pelicans",109,"Los Angeles Clippers",134,"",19068,"Regular Season",25,-25,"Los Angeles Clippers","New Orleans Pelicans"
"240","201911250CLE",2019-11-25,"7:00p","Brooklyn Nets",108,"Cleveland Cavaliers",106,"",17143,"Regular Season",-2,2,"Brooklyn Nets","Cleveland Cavaliers"
"241","201911250DET",2019-11-25,"7:00p","Orlando Magic",88,"Detroit Pistons",103,"",14695,"Regular Season",15,-15,"Detroit Pistons","Orlando Magic"
"242","201911250IND",2019-11-25,"7:00p","Memphis Grizzlies",114,"Indiana Pacers",126,"",15141,"Regular Season",12,-12,"Indiana Pacers","Memphis Grizzlies"
"243","201911250ATL",2019-11-25,"7:30p","Minnesota Timberwolves",125,"Atlanta Hawks",113,"",16218,"Regular Season",-12,12,"Minnesota Timberwolves","Atlanta Hawks"
"244","201911250BOS",2019-11-25,"7:30p","Sacramento Kings",102,"Boston Celtics",103,"",19156,"Regular Season",1,-1,"Boston Celtics","Sacramento Kings"
"245","201911250MIA",2019-11-25,"7:30p","Charlotte Hornets",100,"Miami Heat",117,"",19600,"Regular Season",17,-17,"Miami Heat","Charlotte Hornets"
"246","201911250TOR",2019-11-25,"7:30p","Philadelphia 76ers",96,"Toronto Raptors",101,"",19800,"Regular Season",5,-5,"Toronto Raptors","Philadelphia 76ers"
"247","201911250CHI",2019-11-25,"8:00p","Portland Trail Blazers",117,"Chicago Bulls",94,"",18776,"Regular Season",-23,23,"Portland Trail Blazers","Chicago Bulls"
"248","201911250MIL",2019-11-25,"8:00p","Utah Jazz",118,"Milwaukee Bucks",122,"",17385,"Regular Season",4,-4,"Milwaukee Bucks","Utah Jazz"
"249","201911250SAS",2019-11-25,"8:30p","Los Angeles Lakers",114,"San Antonio Spurs",104,"",18498,"Regular Season",-10,10,"Los Angeles Lakers","San Antonio Spurs"
"250","201911250GSW",2019-11-25,"10:30p","Oklahoma City Thunder",100,"Golden State Warriors",97,"",18064,"Regular Season",-3,3,"Oklahoma City Thunder","Golden State Warriors"
"251","201911260DAL",2019-11-26,"8:30p","Los Angeles Clippers",114,"Dallas Mavericks",99,"",20407,"Regular Season",-15,15,"Los Angeles Clippers","Dallas Mavericks"
"252","201911260DEN",2019-11-26,"9:00p","Washington Wizards",104,"Denver Nuggets",117,"",18673,"Regular Season",13,-13,"Denver Nuggets","Washington Wizards"
"253","201911270BOS",2019-11-27,"7:00p","Brooklyn Nets",110,"Boston Celtics",121,"",19156,"Regular Season",11,-11,"Boston Celtics","Brooklyn Nets"
"254","201911270CHO",2019-11-27,"7:00p","Detroit Pistons",101,"Charlotte Hornets",102,"",15535,"Regular Season",1,-1,"Charlotte Hornets","Detroit Pistons"
"255","201911270CLE",2019-11-27,"7:00p","Orlando Magic",116,"Cleveland Cavaliers",104,"",17712,"Regular Season",-12,12,"Orlando Magic","Cleveland Cavaliers"
"256","201911270IND",2019-11-27,"7:00p","Utah Jazz",102,"Indiana Pacers",121,"",17027,"Regular Season",19,-19,"Indiana Pacers","Utah Jazz"
"257","201911270PHI",2019-11-27,"7:00p","Sacramento Kings",91,"Philadelphia 76ers",97,"",20592,"Regular Season",6,-6,"Philadelphia 76ers","Sacramento Kings"
"258","201911270TOR",2019-11-27,"7:30p","New York Knicks",98,"Toronto Raptors",126,"",19800,"Regular Season",28,-28,"Toronto Raptors","New York Knicks"
"259","201911270HOU",2019-11-27,"8:00p","Miami Heat",108,"Houston Rockets",117,"",18055,"Regular Season",9,-9,"Houston Rockets","Miami Heat"
"260","201911270MEM",2019-11-27,"8:00p","Los Angeles Clippers",121,"Memphis Grizzlies",119,"",16721,"Regular Season",-2,2,"Los Angeles Clippers","Memphis Grizzlies"
"261","201911270MIL",2019-11-27,"8:00p","Atlanta Hawks",102,"Milwaukee Bucks",111,"",17525,"Regular Season",9,-9,"Milwaukee Bucks","Atlanta Hawks"
"262","201911270SAS",2019-11-27,"8:30p","Minnesota Timberwolves",113,"San Antonio Spurs",101,"",18354,"Regular Season",-12,12,"Minnesota Timberwolves","San Antonio Spurs"
"263","201911270PHO",2019-11-27,"9:00p","Washington Wizards",140,"Phoenix Suns",132,"",14123,"Regular Season",-8,8,"Washington Wizards","Phoenix Suns"
"264","201911270NOP",2019-11-27,"9:30p","Los Angeles Lakers",114,"New Orleans Pelicans",110,"",18626,"Regular Season",-4,4,"Los Angeles Lakers","New Orleans Pelicans"
"265","201911270POR",2019-11-27,"10:00p","Oklahoma City Thunder",119,"Portland Trail Blazers",136,"",19870,"Regular Season",17,-17,"Portland Trail Blazers","Oklahoma City Thunder"
"266","201911270GSW",2019-11-27,"10:30p","Chicago Bulls",90,"Golden State Warriors",104,"",18064,"Regular Season",14,-14,"Golden State Warriors","Chicago Bulls"
"267","201911290BRK",2019-11-29,"12:00p","Boston Celtics",107,"Brooklyn Nets",112,"",17732,"Regular Season",5,-5,"Brooklyn Nets","Boston Celtics"
"268","201911290DET",2019-11-29,"7:00p","Charlotte Hornets",110,"Detroit Pistons",107,"",15006,"Regular Season",-3,3,"Charlotte Hornets","Detroit Pistons"
"269","201911290ORL",2019-11-29,"7:00p","Toronto Raptors",90,"Orlando Magic",83,"",17014,"Regular Season",-7,7,"Toronto Raptors","Orlando Magic"
"270","201911290CLE",2019-11-29,"7:30p","Milwaukee Bucks",119,"Cleveland Cavaliers",110,"",19432,"Regular Season",-9,9,"Milwaukee Bucks","Cleveland Cavaliers"
"271","201911290NYK",2019-11-29,"7:30p","Philadelphia 76ers",101,"New York Knicks",95,"",18109,"Regular Season",-6,6,"Philadelphia 76ers","New York Knicks"
"272","201911290IND",2019-11-29,"8:00p","Atlanta Hawks",104,"Indiana Pacers",105,"OT",15827,"Regular Season",1,-1,"Indiana Pacers","Atlanta Hawks"
"273","201911290MEM",2019-11-29,"8:00p","Utah Jazz",103,"Memphis Grizzlies",94,"",16605,"Regular Season",-9,9,"Utah Jazz","Memphis Grizzlies"
"274","201911290MIA",2019-11-29,"8:00p","Golden State Warriors",105,"Miami Heat",122,"",19600,"Regular Season",17,-17,"Miami Heat","Golden State Warriors"
"275","201911290OKC",2019-11-29,"8:00p","New Orleans Pelicans",104,"Oklahoma City Thunder",109,"",18203,"Regular Season",5,-5,"Oklahoma City Thunder","New Orleans Pelicans"
"276","201911290SAS",2019-11-29,"8:30p","Los Angeles Clippers",97,"San Antonio Spurs",107,"",18354,"Regular Season",10,-10,"San Antonio Spurs","Los Angeles Clippers"
"277","201911290PHO",2019-11-29,"9:00p","Dallas Mavericks",120,"Phoenix Suns",113,"",18055,"Regular Season",-7,7,"Dallas Mavericks","Phoenix Suns"
"278","201911290POR",2019-11-29,"10:00p","Chicago Bulls",103,"Portland Trail Blazers",107,"",20139,"Regular Season",4,-4,"Portland Trail Blazers","Chicago Bulls"
"279","201911290LAL",2019-11-29,"10:30p","Washington Wizards",103,"Los Angeles Lakers",125,"",18997,"Regular Season",22,-22,"Los Angeles Lakers","Washington Wizards"
"280","201911300SAC",2019-11-30,"5:00p","Denver Nuggets",97,"Sacramento Kings",100,"OT",17583,"Regular Season",3,-3,"Sacramento Kings","Denver Nuggets"
"281","201911300PHI",2019-11-30,"7:00p","Indiana Pacers",116,"Philadelphia 76ers",119,"",20517,"Regular Season",3,-3,"Philadelphia 76ers","Indiana Pacers"
"282","201911300HOU",2019-11-30,"8:00p","Atlanta Hawks",111,"Houston Rockets",158,"",18055,"Regular Season",47,-47,"Houston Rockets","Atlanta Hawks"
"283","201911300MIL",2019-11-30,"8:00p","Charlotte Hornets",96,"Milwaukee Bucks",137,"",17550,"Regular Season",41,-41,"Milwaukee Bucks","Charlotte Hornets"
"284","201912010BRK",2019-12-01,"3:00p","Miami Heat",109,"Brooklyn Nets",106,"",17026,"Regular Season",-3,3,"Miami Heat","Brooklyn Nets"
"285","201912010MIN",2019-12-01,"3:30p","Memphis Grizzlies",115,"Minnesota Timberwolves",107,"",12276,"Regular Season",-8,8,"Memphis Grizzlies","Minnesota Timberwolves"
"286","201912010NYK",2019-12-01,"3:30p","Boston Celtics",113,"New York Knicks",104,"",18005,"Regular Season",-9,9,"Boston Celtics","New York Knicks"
"287","201912010LAL",2019-12-01,"4:00p","Dallas Mavericks",114,"Los Angeles Lakers",100,"",18997,"Regular Season",-14,14,"Dallas Mavericks","Los Angeles Lakers"
"288","201912010DET",2019-12-01,"5:00p","San Antonio Spurs",98,"Detroit Pistons",132,"",14270,"Regular Season",34,-34,"Detroit Pistons","San Antonio Spurs"
"289","201912010NOP",2019-12-01,"5:00p","Oklahoma City Thunder",107,"New Orleans Pelicans",104,"",15427,"Regular Season",-3,3,"Oklahoma City Thunder","New Orleans Pelicans"
"290","201912010ORL",2019-12-01,"6:00p","Golden State Warriors",96,"Orlando Magic",100,"",15052,"Regular Season",4,-4,"Orlando Magic","Golden State Warriors"
"291","201912010TOR",2019-12-01,"6:00p","Utah Jazz",110,"Toronto Raptors",130,"",18132,"Regular Season",20,-20,"Toronto Raptors","Utah Jazz"
"292","201912010LAC",2019-12-01,"10:30p","Washington Wizards",125,"Los Angeles Clippers",150,"",19068,"Regular Season",25,-25,"Los Angeles Clippers","Washington Wizards"
"293","201912020CHO",2019-12-02,"7:00p","Phoenix Suns",109,"Charlotte Hornets",104,"",11221,"Regular Season",-5,5,"Phoenix Suns","Charlotte Hornets"
"294","201912020PHI",2019-12-02,"7:00p","Utah Jazz",94,"Philadelphia 76ers",103,"",20208,"Regular Season",9,-9,"Philadelphia 76ers","Utah Jazz"
"295","201912020ATL",2019-12-02,"7:30p","Golden State Warriors",79,"Atlanta Hawks",104,"",14278,"Regular Season",25,-25,"Atlanta Hawks","Golden State Warriors"
"296","201912020MEM",2019-12-02,"8:00p","Indiana Pacers",117,"Memphis Grizzlies",104,"",11919,"Regular Season",-13,13,"Indiana Pacers","Memphis Grizzlies"
"297","201912020MIL",2019-12-02,"8:00p","New York Knicks",88,"Milwaukee Bucks",132,"",17385,"Regular Season",44,-44,"Milwaukee Bucks","New York Knicks"
"298","201912020SAC",2019-12-02,"10:00p","Chicago Bulls",113,"Sacramento Kings",106,"",17257,"Regular Season",-7,7,"Chicago Bulls","Sacramento Kings"
"299","201912030CLE",2019-12-03,"7:00p","Detroit Pistons",127,"Cleveland Cavaliers",94,"",17504,"Regular Season",-33,33,"Detroit Pistons","Cleveland Cavaliers"
"300","201912030WAS",2019-12-03,"7:00p","Orlando Magic",127,"Washington Wizards",120,"",13159,"Regular Season",-7,7,"Orlando Magic","Washington Wizards"
"301","201912030NOP",2019-12-03,"7:30p","Dallas Mavericks",118,"New Orleans Pelicans",97,"",14664,"Regular Season",-21,21,"Dallas Mavericks","New Orleans Pelicans"
"302","201912030TOR",2019-12-03,"7:30p","Miami Heat",121,"Toronto Raptors",110,"OT",19800,"Regular Season",-11,11,"Miami Heat","Toronto Raptors"
"303","201912030SAS",2019-12-03,"8:30p","Houston Rockets",133,"San Antonio Spurs",135,"2OT",18354,"Regular Season",2,-2,"San Antonio Spurs","Houston Rockets"
"304","201912030DEN",2019-12-03,"9:00p","Los Angeles Lakers",105,"Denver Nuggets",96,"",19658,"Regular Season",-9,9,"Los Angeles Lakers","Denver Nuggets"
"305","201912030LAC",2019-12-03,"10:00p","Portland Trail Blazers",97,"Los Angeles Clippers",117,"",19068,"Regular Season",20,-20,"Los Angeles Clippers","Portland Trail Blazers"
"306","201912040CHO",2019-12-04,"7:00p","Golden State Warriors",91,"Charlotte Hornets",106,"",14355,"Regular Season",15,-15,"Charlotte Hornets","Golden State Warriors"
"307","201912040DET",2019-12-04,"7:00p","Milwaukee Bucks",127,"Detroit Pistons",103,"",15742,"Regular Season",-24,24,"Milwaukee Bucks","Detroit Pistons"
"308","201912040ORL",2019-12-04,"7:00p","Phoenix Suns",114,"Orlando Magic",128,"",15176,"Regular Season",14,-14,"Orlando Magic","Phoenix Suns"
"309","201912040ATL",2019-12-04,"7:30p","Brooklyn Nets",130,"Atlanta Hawks",118,"",15694,"Regular Season",-12,12,"Brooklyn Nets","Atlanta Hawks"
"310","201912040BOS",2019-12-04,"7:30p","Miami Heat",93,"Boston Celtics",112,"",19156,"Regular Season",19,-19,"Boston Celtics","Miami Heat"
"311","201912040CHI",2019-12-04,"8:00p","Memphis Grizzlies",99,"Chicago Bulls",106,"",15017,"Regular Season",7,-7,"Chicago Bulls","Memphis Grizzlies"
"312","201912040OKC",2019-12-04,"8:00p","Indiana Pacers",107,"Oklahoma City Thunder",100,"",18203,"Regular Season",-7,7,"Indiana Pacers","Oklahoma City Thunder"
"313","201912040DAL",2019-12-04,"8:30p","Minnesota Timberwolves",114,"Dallas Mavericks",121,"",19671,"Regular Season",7,-7,"Dallas Mavericks","Minnesota Timberwolves"
"314","201912040UTA",2019-12-04,"9:00p","Los Angeles Lakers",121,"Utah Jazz",96,"",18306,"Regular Season",-25,25,"Los Angeles Lakers","Utah Jazz"
"315","201912040POR",2019-12-04,"10:00p","Sacramento Kings",116,"Portland Trail Blazers",127,"",19393,"Regular Season",11,-11,"Portland Trail Blazers","Sacramento Kings"
"316","201912050WAS",2019-12-05,"7:00p","Philadelphia 76ers",113,"Washington Wizards",119,"",16554,"Regular Season",6,-6,"Washington Wizards","Philadelphia 76ers"
"317","201912050NYK",2019-12-05,"7:30p","Denver Nuggets",129,"New York Knicks",92,"",18171,"Regular Season",-37,37,"Denver Nuggets","New York Knicks"
"318","201912050TOR",2019-12-05,"7:30p","Houston Rockets",119,"Toronto Raptors",109,"",19800,"Regular Season",-10,10,"Houston Rockets","Toronto Raptors"
"319","201912050NOP",2019-12-05,"8:00p","Phoenix Suns",139,"New Orleans Pelicans",132,"OT",15607,"Regular Season",-7,7,"Phoenix Suns","New Orleans Pelicans"
"320","201912060CHO",2019-12-06,"7:00p","Brooklyn Nets",111,"Charlotte Hornets",104,"",15075,"Regular Season",-7,7,"Brooklyn Nets","Charlotte Hornets"
"321","201912060CLE",2019-12-06,"7:00p","Orlando Magic",93,"Cleveland Cavaliers",87,"",18446,"Regular Season",-6,6,"Orlando Magic","Cleveland Cavaliers"
"322","201912060DET",2019-12-06,"7:00p","Indiana Pacers",101,"Detroit Pistons",108,"",14894,"Regular Season",7,-7,"Detroit Pistons","Indiana Pacers"
"323","201912060BOS",2019-12-06,"8:00p","Denver Nuggets",95,"Boston Celtics",108,"",19156,"Regular Season",13,-13,"Boston Celtics","Denver Nuggets"
"324","201912060CHI",2019-12-06,"8:00p","Golden State Warriors",100,"Chicago Bulls",98,"",18841,"Regular Season",-2,2,"Golden State Warriors","Chicago Bulls"
"325","201912060MIA",2019-12-06,"8:00p","Washington Wizards",103,"Miami Heat",112,"",19600,"Regular Season",9,-9,"Miami Heat","Washington Wizards"
"326","201912060OKC",2019-12-06,"8:00p","Minnesota Timberwolves",127,"Oklahoma City Thunder",139,"OT",18203,"Regular Season",12,-12,"Oklahoma City Thunder","Minnesota Timberwolves"
"327","201912060MIL",2019-12-06,"8:30p","Los Angeles Clippers",91,"Milwaukee Bucks",119,"",17732,"Regular Season",28,-28,"Milwaukee Bucks","Los Angeles Clippers"
"328","201912060SAS",2019-12-06,"8:30p","Sacramento Kings",104,"San Antonio Spurs",105,"OT",18354,"Regular Season",1,-1,"San Antonio Spurs","Sacramento Kings"
"329","201912060POR",2019-12-06,"10:30p","Los Angeles Lakers",136,"Portland Trail Blazers",113,"",19912,"Regular Season",-23,23,"Los Angeles Lakers","Portland Trail Blazers"
"330","201912070DAL",2019-12-07,"2:00p","New Orleans Pelicans",84,"Dallas Mavericks",130,"",19456,"Regular Season",46,-46,"Dallas Mavericks","New Orleans Pelicans"
"331","201912070NYK",2019-12-07,"7:30p","Indiana Pacers",104,"New York Knicks",103,"",19110,"Regular Season",-1,1,"Indiana Pacers","New York Knicks"
"332","201912070PHI",2019-12-07,"7:30p","Cleveland Cavaliers",94,"Philadelphia 76ers",141,"",20844,"Regular Season",47,-47,"Philadelphia 76ers","Cleveland Cavaliers"
"333","201912070HOU",2019-12-07,"8:00p","Phoenix Suns",109,"Houston Rockets",115,"",18055,"Regular Season",6,-6,"Houston Rockets","Phoenix Suns"
"334","201912070UTA",2019-12-07,"10:00p","Memphis Grizzlies",112,"Utah Jazz",126,"",18306,"Regular Season",14,-14,"Utah Jazz","Memphis Grizzlies"
"335","201912080BRK",2019-12-08,"3:00p","Denver Nuggets",102,"Brooklyn Nets",105,"",16679,"Regular Season",3,-3,"Brooklyn Nets","Denver Nuggets"
"336","201912080CHO",2019-12-08,"5:00p","Atlanta Hawks",122,"Charlotte Hornets",107,"",15489,"Regular Season",-15,15,"Atlanta Hawks","Charlotte Hornets"
"337","201912080MIA",2019-12-08,"6:00p","Chicago Bulls",105,"Miami Heat",110,"OT",19600,"Regular Season",5,-5,"Miami Heat","Chicago Bulls"
"338","201912080PHI",2019-12-08,"6:00p","Toronto Raptors",104,"Philadelphia 76ers",110,"",20313,"Regular Season",6,-6,"Philadelphia 76ers","Toronto Raptors"
"339","201912080WAS",2019-12-08,"6:00p","Los Angeles Clippers",135,"Washington Wizards",119,"",15946,"Regular Season",-16,16,"Los Angeles Clippers","Washington Wizards"
"340","201912080DAL",2019-12-08,"7:00p","Sacramento Kings",110,"Dallas Mavericks",106,"",19566,"Regular Season",-4,4,"Sacramento Kings","Dallas Mavericks"
"341","201912080POR",2019-12-08,"9:00p","Oklahoma City Thunder",108,"Portland Trail Blazers",96,"",19393,"Regular Season",-12,12,"Oklahoma City Thunder","Portland Trail Blazers"
"342","201912080LAL",2019-12-08,"9:30p","Minnesota Timberwolves",125,"Los Angeles Lakers",142,"",18997,"Regular Season",17,-17,"Los Angeles Lakers","Minnesota Timberwolves"
"343","201912090IND",2019-12-09,"7:00p","Los Angeles Clippers",110,"Indiana Pacers",99,"",14644,"Regular Season",-11,11,"Los Angeles Clippers","Indiana Pacers"
"344","201912090BOS",2019-12-09,"7:30p","Cleveland Cavaliers",88,"Boston Celtics",110,"",19156,"Regular Season",22,-22,"Boston Celtics","Cleveland Cavaliers"
"345","201912090CHI",2019-12-09,"8:00p","Toronto Raptors",93,"Chicago Bulls",92,"",14775,"Regular Season",-1,1,"Toronto Raptors","Chicago Bulls"
"346","201912090HOU",2019-12-09,"8:00p","Sacramento Kings",119,"Houston Rockets",118,"",18055,"Regular Season",-1,1,"Sacramento Kings","Houston Rockets"
"347","201912090MIL",2019-12-09,"8:00p","Orlando Magic",101,"Milwaukee Bucks",110,"",17385,"Regular Season",9,-9,"Milwaukee Bucks","Orlando Magic"
"348","201912090NOP",2019-12-09,"8:00p","Detroit Pistons",105,"New Orleans Pelicans",103,"",13694,"Regular Season",-2,2,"Detroit Pistons","New Orleans Pelicans"
"349","201912090PHO",2019-12-09,"9:00p","Minnesota Timberwolves",109,"Phoenix Suns",125,"",13230,"Regular Season",16,-16,"Phoenix Suns","Minnesota Timberwolves"
"350","201912090UTA",2019-12-09,"9:00p","Oklahoma City Thunder",104,"Utah Jazz",90,"",18306,"Regular Season",-14,14,"Oklahoma City Thunder","Utah Jazz"
"351","201912090GSW",2019-12-09,"10:30p","Memphis Grizzlies",110,"Golden State Warriors",102,"",18064,"Regular Season",-8,8,"Memphis Grizzlies","Golden State Warriors"
"352","201912100CHO",2019-12-10,"7:00p","Washington Wizards",107,"Charlotte Hornets",114,"",10626,"Regular Season",7,-7,"Charlotte Hornets","Washington Wizards"
"353","201912100MIA",2019-12-10,"8:00p","Atlanta Hawks",121,"Miami Heat",135,"OT",19600,"Regular Season",14,-14,"Miami Heat","Atlanta Hawks"
"354","201912100PHI",2019-12-10,"8:00p","Denver Nuggets",92,"Philadelphia 76ers",97,"",20591,"Regular Season",5,-5,"Philadelphia 76ers","Denver Nuggets"
"355","201912100POR",2019-12-10,"10:00p","New York Knicks",87,"Portland Trail Blazers",115,"",19393,"Regular Season",28,-28,"Portland Trail Blazers","New York Knicks"
"356","201912110CLE",2019-12-11,"7:00p","Houston Rockets",116,"Cleveland Cavaliers",110,"",17122,"Regular Season",-6,6,"Houston Rockets","Cleveland Cavaliers"
"357","201912110IND",2019-12-11,"7:00p","Boston Celtics",117,"Indiana Pacers",122,"",15637,"Regular Season",5,-5,"Indiana Pacers","Boston Celtics"
"358","201912110ORL",2019-12-11,"7:00p","Los Angeles Lakers",96,"Orlando Magic",87,"",18846,"Regular Season",-9,9,"Los Angeles Lakers","Orlando Magic"
"359","201912110TOR",2019-12-11,"7:00p","Los Angeles Clippers",112,"Toronto Raptors",92,"",20144,"Regular Season",-20,20,"Los Angeles Clippers","Toronto Raptors"
"360","201912110BRK",2019-12-11,"7:30p","Charlotte Hornets",113,"Brooklyn Nets",108,"",15631,"Regular Season",-5,5,"Charlotte Hornets","Brooklyn Nets"
"361","201912110CHI",2019-12-11,"8:00p","Atlanta Hawks",102,"Chicago Bulls",136,"",15084,"Regular Season",34,-34,"Chicago Bulls","Atlanta Hawks"
"362","201912110MIN",2019-12-11,"8:00p","Utah Jazz",127,"Minnesota Timberwolves",116,"",12369,"Regular Season",-11,11,"Utah Jazz","Minnesota Timberwolves"
"363","201912110PHO",2019-12-11,"9:00p","Memphis Grizzlies",115,"Phoenix Suns",108,"",12254,"Regular Season",-7,7,"Memphis Grizzlies","Phoenix Suns"
"364","201912110MIL",2019-12-11,"9:30p","New Orleans Pelicans",112,"Milwaukee Bucks",127,"",17385,"Regular Season",15,-15,"Milwaukee Bucks","New Orleans Pelicans"
"365","201912110SAC",2019-12-11,"10:00p","Oklahoma City Thunder",93,"Sacramento Kings",94,"",16723,"Regular Season",1,-1,"Sacramento Kings","Oklahoma City Thunder"
"366","201912110GSW",2019-12-11,"10:30p","New York Knicks",124,"Golden State Warriors",122,"OT",18064,"Regular Season",-2,2,"New York Knicks","Golden State Warriors"
"367","201912120BOS",2019-12-12,"8:00p","Philadelphia 76ers",115,"Boston Celtics",109,"",19156,"Regular Season",-6,6,"Philadelphia 76ers","Boston Celtics"
"368","201912120SAS",2019-12-12,"8:30p","Cleveland Cavaliers",117,"San Antonio Spurs",109,"OT",18354,"Regular Season",-8,8,"Cleveland Cavaliers","San Antonio Spurs"
"369","201912120DET",2019-12-12,"9:00p","Dallas Mavericks",122,"Detroit Pistons",111,"",20064,"Regular Season",-11,11,"Dallas Mavericks","Detroit Pistons"
"370","201912120DEN",2019-12-12,"10:30p","Portland Trail Blazers",99,"Denver Nuggets",114,"",18828,"Regular Season",15,-15,"Denver Nuggets","Portland Trail Blazers"
"371","201912130MIA",2019-12-13,"7:00p","Los Angeles Lakers",113,"Miami Heat",110,"",20013,"Regular Season",-3,3,"Los Angeles Lakers","Miami Heat"
"372","201912130ORL",2019-12-13,"7:00p","Houston Rockets",130,"Orlando Magic",107,"",16335,"Regular Season",-23,23,"Houston Rockets","Orlando Magic"
"373","201912130PHI",2019-12-13,"7:00p","New Orleans Pelicans",109,"Philadelphia 76ers",116,"",20620,"Regular Season",7,-7,"Philadelphia 76ers","New Orleans Pelicans"
"374","201912130ATL",2019-12-13,"7:30p","Indiana Pacers",110,"Atlanta Hawks",100,"",15121,"Regular Season",-10,10,"Indiana Pacers","Atlanta Hawks"
"375","201912130CHI",2019-12-13,"8:00p","Charlotte Hornets",83,"Chicago Bulls",73,"",18377,"Regular Season",-10,10,"Charlotte Hornets","Chicago Bulls"
"376","201912130MEM",2019-12-13,"8:00p","Milwaukee Bucks",127,"Memphis Grizzlies",114,"",16109,"Regular Season",-13,13,"Milwaukee Bucks","Memphis Grizzlies"
"377","201912130UTA",2019-12-13,"9:00p","Golden State Warriors",106,"Utah Jazz",114,"",18306,"Regular Season",8,-8,"Utah Jazz","Golden State Warriors"
"378","201912130MIN",2019-12-13,"9:30p","Los Angeles Clippers",124,"Minnesota Timberwolves",117,"",17585,"Regular Season",-7,7,"Los Angeles Clippers","Minnesota Timberwolves"
"379","201912130SAC",2019-12-13,"10:00p","New York Knicks",103,"Sacramento Kings",101,"",17583,"Regular Season",-2,2,"New York Knicks","Sacramento Kings"
"380","201912140PHO",2019-12-14,"5:00p","San Antonio Spurs",121,"Phoenix Suns",119,"OT",20013,"Regular Season",-2,2,"San Antonio Spurs","Phoenix Suns"
